item_id;location_id;trans_date;qty;cost_amount
E8D3887619DADE11406610650500134A;44673735EAF46E11B7B78A650500BC08;24.05.2025;2;441.06
ED6F119F6544DE11ADB31065050060C8;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;3478.8
449B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;2047.8
E29B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;5157
859D31FB04C9DE11406610650500A14A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;2374.32
796B8506779ABE11877210650500CA59;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;4607.52
2BB9E1E5FC15EE11B1AD10650500C8EA;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;7182.36
22900B7A7F95FE1191EE1065050031C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;9178.92
57B15988074DFE11F1557891FE69D389;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;4666.8
059B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;3822.63
B85B9B4990CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;3974.52
185B9B4990CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;1938.84
7CDF82D5410A3E11052F6792C000D249;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;4400.28
459B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;20;1738.8
769B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;972.9
569B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;3572.88
475B9B4990CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;886.4
C49B72C890CAED11A62CD892C0003F2A;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;1230.72
6C62A77B610A3E11052F6792C000D249;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;3750.48
36B97897710A3E11052F6792C000D249;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;4501.08
4F43FDABF90EED11A62CD892C000399B;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;3496.08
B01278302E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;1164.36
8FC8FBA81E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;5289.48
339A3DAF710A3E11052F6792C000D249;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;5923.92
A50C46942E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;2667.6
C004E7CB7EE58E11F243BB650500EA3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;5804.04
FFFFAC535929FE11128010650500E819;44673735EAF46E11B7B78A650500BC08;24.05.2025;4;17814.11
57D74A26B651AE117260106505008F4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;10;156.88
F2EC19A83915CE11ADB3106505000DA8;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;4363.8
106265483915CE11ADB3106505000DA8;44673735EAF46E11B7B78A650500BC08;24.05.2025;36;10453.32
EF613A0CE38FCE11ADB310650500D9B8;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;2021.37
090CA3E8F38FCE11ADB310650500D9B8;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;5215.17
485B513A050FDE11406610650500A84A;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;2089.44
BC4BA70BC31DAE11BE2110650500A15A;44673735EAF46E11B7B78A650500BC08;24.05.2025;6;1288.38
9E8BF9F42E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;3816
0C74308A917ABE118772106505009A59;44673735EAF46E11B7B78A650500BC08;24.05.2025;12;6557.88
EB4748850F82DE11ADB3106505001EB8;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;2559.27
D588C87E7F95FE1191EE1065050031C9;44673735EAF46E11B7B78A650500BC08;24.05.2025;24;11675.28
17FAE23586A88E11F243BB6505006E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;4;9603.2
E5D60DCC36A88E11F243BB6505006E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;1627.95
45C8DDE446A88E11F243BB6505006E3B;44673735EAF46E11B7B78A650500BC08;24.05.2025;3;3930.39
CC90C72C1CBE9E117260106505003C4A;44673735EAF46E11B7B78A650500BC08;24.05.2025;-10;-969.83
E1A84F3E7D769E11554010650500D04B;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-32.43
2DD5112F9A456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.05.2025;-1;-185.82
76AEDC14E0DECE11ADB310650500D8B8;FC081C55582CED11A62CD892C0003F2A;24.05.2025;90;4280.8
